Nowe oferty od A do F	PL	ENG		Region	WYBIERZ	Merchant name	Start date	Średnia ilosc paczek 2022	Średnia ilosc paczek od 1-9 2023	Status 2022	Status 10.2023	Reve	Pierwszy produkt w paczce	Ile miesięcy	Waluta	Region			Koszty per pozycja	PL	PL	PL	INT	INT	INT	Razem: Suma z WARTOŚC PLN bez produktu V3	Razem: Suma z ILOSC V2 (ujednolicone magazynowanie)	Razem: Suma z SREDNIA V3			PL	EUR	Arkusze z raportu	Koszty per klient	Pozycja V4	Średnia wartość w 06'-09'23 PLN	Średnie wystąpienia w 06'-09'23	Key	Ilosc				Etykiety wierszy	Suma z Liczba SKU (SUMA z okresów 06'-09')				Key	Master reve (średnia ważona 06'-09')					Key	Logo	Tech	Stary próg	Cena	Nowy próg	Tomek			2drink	6,1			SYMBOL 	NAZWA POLSKA	NAZWA ANGIELSKA	SYMBOL 	Strefa	KRAJ	STREFA			Oferty	Score			Logo	Kod	Typ	Pozycja	Ilosc		DACH	FULL CARRIER PRICE LIST	COUNTRY - CARRIER - WEIGHT	NEW RATE	8		PLN	1			Poprzedni poziom oferty	Nowy poziom oferty
																																		Geberich	pakowanie: Folia bąbelkowa [R50cm 1mb]	40	82	=AI2093&AJ2093	=AL2093																																																										
																																		Ahojbaby	pakowanie: Folia stretch czarna [1 mb]	70	181	=AI2094&AJ2094	=AL2094																																																										
																																		Australian	pakowanie: Folia stretch czarna [1 mb]	11	30	=AI2095&AJ2095	=AL2095																																																										
																																		Barboza	pakowanie: Folia stretch czarna [1 mb]	4	12	=AI2096&AJ2096	=AL2096																																																										
																																		BilligVent	pakowanie: Folia stretch czarna [1 mb]	36	102	=AI2097&AJ2097	=AL2097																																																										
																																		Bizuu	pakowanie: Folia stretch czarna [1 mb]	148	511	=AI2098&AJ2098	=AL2098																																																										
																																		Coffeeness	pakowanie: Folia stretch czarna [1 mb]	0	1	=AI2099&AJ2099	=AL2099																																																										
																																		ComfortCli	pakowanie: Folia stretch czarna [1 mb]	344	1280	=AI2100&AJ2100	=AL2100																																																										
																																		EvelineINT	pakowanie: Folia stretch czarna [1 mb]	0	2	=AI2101&AJ2101	=AL2101																																																										
																																		EvelinePL	pakowanie: Folia stretch czarna [1 mb]	6	24	=AI2102&AJ2102	=AL2102																																																										
																																		Fielmann	pakowanie: Folia stretch czarna [1 mb]	6	15	=AI2103&AJ2103	=AL2103																																																										
																																		FielmannCZ	pakowanie: Folia stretch czarna [1 mb]	6	15	=AI2104&AJ2104	=AL2104																																																										
																																		FPBrand	pakowanie: Folia stretch czarna [1 mb]	59	154	=AI2105&AJ2105	=AL2105																																																										
																																		GlobDesign	pakowanie: Folia stretch czarna [1 mb]	28	97	=AI2106&AJ2106	=AL2106																																																										
																																		Gugu	pakowanie: Folia stretch czarna [1 mb]	0	1	=AI2107&AJ2107	=AL2107																																																										
																																		Himalaya	pakowanie: Folia stretch czarna [1 mb]	10	24	=AI2108&AJ2108	=AL2108																																																										
																																		HunterGath	pakowanie: Folia stretch czarna [1 mb]	9	26	=AI2109&AJ2109	=AL2109																																																										
																																		KMA	pakowanie: Folia stretch czarna [1 mb]	2	5	=AI2110&AJ2110	=AL2110																																																										
																																		KrolestwoD	pakowanie: Folia stretch czarna [1 mb]	303	1166	=AI2111&AJ2111	=AL2111																																																										
																																		LaMania	pakowanie: Folia stretch czarna [1 mb]	361	951	=AI2112&AJ2112	=AL2112																																																										
																																		LaManiaFas	pakowanie: Folia stretch czarna [1 mb]	89	234	=AI2113&AJ2113	=AL2113																																																										
																																		LaRose	pakowanie: Folia stretch czarna [1 mb]	0	1	=AI2114&AJ2114	=AL2114																																																										
																																		LefleoPL	pakowanie: Folia stretch czarna [1 mb]	1	2	=AI2115&AJ2115	=AL2115																																																										
																																		LEVANN	pakowanie: Folia stretch czarna [1 mb]	121	465	=AI2116&AJ2116	=AL2116																																																										
																																		Longvadon	pakowanie: Folia stretch czarna [1 mb]	0	1	=AI2117&AJ2117	=AL2117																																																										
																																		Mercator	pakowanie: Folia stretch czarna [1 mb]	296	885	=AI2118&AJ2118	=AL2118																																																										
																																		MonteNativ	pakowanie: Folia stretch czarna [1 mb]	0	1	=AI2119&AJ2119	=AL2119																																																										
																																		NuviaLab	pakowanie: Folia stretch czarna [1 mb]	0	1	=AI2120&AJ2120	=AL2120																																																										
